--startschedule--
work_time_id,user_id,work_start_date,work_end_date,work_no_end,work_days_with_no_end,work_week_day,work_parity_odd,work_parity_even,work_parity_every,work_parity_1_4,work_parity_2_4,work_parity_3_4,work_parity_4_4,work_location_id,work_start_time,work_end_time
76,4,2020-03-16,2022-06-03,1,24,tuesday,0,1,0,0,0,0,0,240,10:00:00,13:30:00
77,4,2020-03-16,2022-06-03,1,24,tuesday,0,1,0,0,0,0,0,240,14:00:00,18:00:00
78,4,2020-03-16,2022-06-03,1,24,wednesday,0,1,0,0,0,0,0,705,09:00:00,13:00:00
79,4,2020-03-16,2022-06-03,1,24,wednesday,0,1,0,0,0,0,0,705,13:30:00,17:00:00
80,4,2020-03-16,2022-06-03,1,24,tuesday,1,0,0,0,0,0,0,704,14:00:00,18:00:00
81,4,2020-03-16,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,695,10:00:00,13:30:00
82,4,2020-03-16,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,695,14:00:00,18:00:00
83,4,2020-03-16,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,696,10:00:00,13:30:00
84,4,2020-03-16,2022-06-03,1,24,friday,0,0,1,0,0,0,0,697,10:00:00,14:00:00
85,4,2020-03-16,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,696,14:00:00,18:30:00
86,6,2020-04-17,2022-06-03,1,24,monday,1,0,0,0,0,0,0,692,09:00:00,12:30:00
87,6,2020-04-17,2022-06-03,1,24,monday,1,0,0,0,0,0,0,692,13:00:00,16:30:00
88,6,2020-04-17,2022-06-03,1,24,monday,0,1,0,0,0,0,0,714,09:30:00,13:30:00
89,6,2020-04-17,2022-06-03,1,24,monday,0,1,0,0,0,0,0,714,14:00:00,16:30:00
90,6,2020-04-17,2022-06-03,1,24,tuesday,0,0,1,0,0,0,0,703,10:00:00,13:00:00
91,6,2020-04-17,2022-06-03,1,24,tuesday,0,0,1,0,0,0,0,703,13:30:00,16:30:00
92,6,2020-04-17,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,695,10:00:00,13:00:00
93,6,2020-04-17,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,696,09:30:00,13:00:00
94,6,2020-04-17,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,695,13:30:00,16:30:00
95,6,2020-04-17,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,696,13:30:00,17:00:00
96,9,2020-04-17,2022-06-03,1,24,monday,0,0,1,0,0,0,0,707,09:30:00,13:30:00
97,9,2020-04-17,2022-06-03,1,24,monday,0,0,1,0,0,0,0,707,14:00:00,17:00:00
98,9,2020-04-17,2022-06-03,1,24,tuesday,1,0,0,0,0,0,0,676,11:00:00,14:30:00
99,9,2020-04-17,2022-06-03,1,24,tuesday,0,1,0,0,0,0,0,694,10:00:00,14:00:00
100,9,2020-04-17,2022-06-03,1,24,tuesday,0,1,0,0,0,0,0,694,14:30:00,18:00:00
101,9,2020-04-17,2022-06-03,1,24,tuesday,1,0,0,0,0,0,0,676,15:00:00,19:00:00
102,9,2020-04-17,2022-06-03,1,24,wednesday,0,0,1,0,0,0,0,693,10:00:00,13:30:00
103,9,2020-04-17,2022-06-03,1,24,wednesday,0,0,1,0,0,0,0,693,14:00:00,17:00:00
104,9,2020-04-17,2022-06-03,1,24,thursday,0,0,1,0,0,0,0,709,10:00:00,13:30:00
105,9,2020-04-17,2022-06-03,1,24,thursday,0,0,1,0,0,0,0,709,14:00:00,17:30:00
106,9,2020-04-17,2022-06-03,1,24,friday,0,0,1,0,0,0,0,710,09:30:00,13:30:00
107,9,2020-04-17,2022-06-03,1,24,friday,0,0,1,0,0,0,0,710,14:00:00,17:00:00
108,7,2020-04-16,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,711,09:30:00,13:30:00
109,7,2020-04-16,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,711,11:00:00,15:00:00
110,7,2020-04-16,2022-06-03,1,24,thursday,1,0,0,0,0,0,0,711,14:00:00,17:00:00
111,7,2020-04-16,2022-06-03,1,24,thursday,0,1,0,0,0,0,0,711,15:30:00,18:30:00
112,7,2020-04-16,2022-06-03,1,24,friday,0,0,1,0,0,0,0,712,09:30:00,13:30:00
113,10,2020-04-18,2022-06-03,1,24,monday,0,0,1,0,0,0,0,713,11:00:00,14:00:00
114,10,2020-04-18,2022-06-03,1,24,monday,0,0,1,0,0,0,0,713,14:30:00,17:00:00
--endschedule--
